Hashtag,tweet,split
Greta Thunberg,RT @TIME: Greta Thunberg to world leaders at the U.N. climate summit: “You have stolen my dreams and my childhood with your empty words” ht…,0.8793332208536524
Greta Thunberg,RT @RealCandaceO: One day,-0.4430655360687536
Greta Thunberg,RT @ProudResister: Trump: “Climate change is a hoax.”,-0.32044579836351333
Greta Thunberg,RT @BeckyBunzy: Greta Thunberg was nominated for the Nobel Peace Prize. The winner will be announced on October 11th.,-0.5829520325196618
Greta Thunberg,RT @AngelaBelcamino: Greta Thunberg is all of us. https://t.co/FnSx7xTc1p,-0.054863637719687705
Greta Thunberg,RT @SethMacFarlane: She’s 1000% correct. What’s being advocated is not new. It’s the accelerated wholesale transformation of an entire indu…,1.8202201567941279
Greta Thunberg,RT @amandaottaway: Teen climate activist Greta Thunberg,0.9441437560369776
Greta Thunberg,RT @C_3C_3: So let me get this straight.,-0.5614280050295171
Greta Thunberg,RT @_SJPeace_: Greta Thunberg,0.0670540159350257
Greta Thunberg,"RT @nytimes: Greta Thunberg speaks at the UN climate summit: ""You all come to us young people for hope? How dare you!""",0.1647759194150849
Greta Thunberg,RT @prageru: Despicable. ,-0.4282783957905133
 like Greta Thunberg, that climate change is going to kill them and everyone they…,0.8960599022376917
Greta Thunberg,RT @uhshanti: it's depressing to see Greta Thunberg treated the same way Malala Yousafzai was -- fêted and fawned over,0.4971768422969075
Greta Thunberg,RT @w_terrence: WHY EXPLOIT CHILDREN? ,1.3986646521101578
Greta Thunberg,RT @RepAdamSchiff: Greta Thunberg,-1.078881477460015
Greta Thunberg,RT @tonyposnanski: Fuck every single dumbfuck adult who attacks Greta Thunberg,-0.08631428420218414
Greta Thunberg,RT @_SJPeace_: This was Greta Thunberg 15,1.3891139245497746
Greta Thunberg,@Dangamipissed @sarahmquinlan @RobGeorge Sarah is in for a surprise when she learns there were a few million Gretas… https://t.co/hrJk6mPRMw,0.5291186912851975
Greta Thunberg,"RT @nytimes: Greta Thunberg speaks at the UN climate summit: ""You all come to us young people for hope? How dare you!""",-1.711087095624465
Greta Thunberg,RT @Ian56789: Greta Thunberg's face after reading Ian56's evidence &amp; fact based thread on Global Warming / Climate Change.,-0.8587567466216377
Greta Thunberg,RT @ValerieComplex: I hope the same energy given to Greta Thunberg is the same energy you give to Little Miss Flint because Flint still wit…,1.2594961895898964
Greta Thunberg,RT @ValerieComplex: I hope the same energy given to Greta Thunberg is the same energy you give to Little Miss Flint because Flint still wit…,-2.4413202917919636
Greta Thunberg,RT @w_terrence: WHY EXPLOIT CHILDREN? ,-1.5783653080995126
Greta Thunberg,"RT @NPR: ""We are in the beginning of a mass extinction",0.7990289103018975
Greta Thunberg,RT @redsteeze: When you hide behind teenage kids like David Hogg and Greta Thunberg and use them for human shields like you are now,-0.18819964142609352
Greta Thunberg,RT @TIME: Greta Thunberg to world leaders at the U.N. climate summit: “You have stolen my dreams and my childhood with your empty words” ht…,-0.11679476768495213
Greta Thunberg,"RT @CNN: ""You have stolen my dreams and my childhood with your empty words",0.36596661207376435
Greta Thunberg,RT @nprpolitics: WATCH: Greta Thunberg delivered a stirring speech about climate change to world leaders at the United Nations. ,-0.20805688865190702
Greta Thunberg,RT @TIME: Greta Thunberg to world leaders at the U.N. climate summit: “You have stolen my dreams and my childhood with your empty words” ht…,1.5748616918413547
Greta Thunberg,RT @WordswithSteph: Swedish climate change activist Greta Thunberg has been nominated for the Nobel Peace Prize ,-0.07593704943767489
Greta Thunberg,RT @sbstryker: Greta Thunberg’s glare at Donald Trump is giving me the energy to get through this Monday https://t.co/xdM0rdI2ln,0.508101738360614
Greta Thunberg,RT @AdamBandt: The climate criminals who lead us,-2.012542016123542
Greta Thunberg,RT @kate_manne: Giving hope,-0.1342944081671465
Greta Thunberg,RT @Liz_Wheeler: Trump ignores Greta Thunberg. 🤣🇺🇸 https://t.co/phY7lKfbHj,-0.07963307862315293
Greta Thunberg,RT @RepAdamSchiff: Greta Thunberg,-0.49286594025440494
Greta Thunberg,"RT @kylegriffin1: Greta Thunberg at #UNGA: ""This is all wrong. I shouldn’t be up here. I should be in school on the other side of the ocean…",-0.02104898549309217
Greta Thunberg,"RT @CNN: ""You have stolen my dreams and my childhood with your empty words",-0.030951738318865645
Greta Thunberg,RT @RealSaavedra: This speech by far-left activist Greta Thunberg is absolute madness https://t.co/RFyIPZlajQ,1.3740712447823809
Greta Thunberg,"RT @thehill: WATCH: Greta Thunberg tears into world leaders for inaction on climate change at UN summit: ""How dare you"" https://t.co/xrMpNF…",0.5404400615670854
Greta Thunberg,RT @RepAdamSchiff: Greta Thunberg,0.8662015612304256
Greta Thunberg,"RT @kylegriffin1: Greta Thunberg at #UNGA: ""This is all wrong. I shouldn’t be up here. I should be in school on the other side of the ocean…",1.2606070079673912
Greta Thunberg,RT @GretaThunberg: Today at 11:30 I and 15 other children from around the world filed a legal complaint against 5 nations over the climate…,-2.090886468423086
Greta Thunberg,RT @AnnOlivarius: So rare to see a girl (not to mention a woman) so utterly devoid of any desire to please,0.44538434194295223
Greta Thunberg,RT @JordanUhl: Holy shit,1.3550955773094508
Greta Thunberg,RT @TheBabylonBee: Marionette Strings Clearly Visible During Greta Thunberg Testimony,-0.8322169451098839
Greta Thunberg,RT @bearshrugged: I was not going to do this as I do not like too personal information on the internet,-0.3174512214187769
Greta Thunberg,RT @RealCandaceO: One day,-0.39090076176389693
